"round","seed.1","name.1","link.1","games.1","win_pct.1","srs.1","sos.1","win_pct_home.1","win_pct_away.1","win_pct_conf.1","pts_pg.1","opp_pts_pg.1","mp.1","fg_pg.1","fg_pct.1","fg3_pg.1","fg3_pct.1","ft_pg.1","ft_pct.1","orb_pg.1","trb_pg.1","ast_pg.1","stl_pg.1","blk_pg.1","tov_pg.1","pf_pg.1","seed.2","name.2","link.2","games.2","win_pct.2","srs.2","sos.2","win_pct_home.2","win_pct_away.2","win_pct_conf.2","pts_pg.2","opp_pts_pg.2","mp.2","fg_pg.2","fg_pct.2","fg3_pg.2","fg3_pct.2","ft_pg.2","ft_pct.2","orb_pg.2","trb_pg.2","ast_pg.2","stl_pg.2","blk_pg.2","tov_pg.2","pf_pg.2"
1,6,"Texas Tech","/cbb/schools/texas-tech/2021.html",27,0.63,16.54,6.91,0.733333333333333,0.555555555555556,0.529411764705882,73.037037037037,63.4074074074074,1090,25.4074074074074,0.443,6.22222222222222,0.346,16,0.711,11.7037037037037,35.1111111111111,12.962962962963,7.25925925925926,4.07407407407407,10.962962962963,17.3703703703704,11,"Utah State","/cbb/schools/utah-state/2021.html",28,0.714,11.25,0.76,0.833333333333333,0.625,0.764705882352941,73.2857142857143,62.25,1120,26.8214285714286,0.446,6.46428571428571,0.336,13.1785714285714,0.726,12.6071428571429,40.7857142857143,16.2857142857143,6.78571428571429,4.85714285714286,13.6071428571429,15.1071428571429
1,3,"Arkansas","/cbb/schools/arkansas/2021.html",28,0.786,18.06,6.34,0.941176470588235,0.555555555555556,0.764705882352941,82.3928571428571,70.6785714285714,1125,29.4642857142857,0.455,7.85714285714286,0.339,15.6071428571429,0.737,11.9285714285714,39.9642857142857,14.9642857142857,8.07142857142857,5.17857142857143,13.1428571428571,16.9285714285714,14,"Colgate","/cbb/schools/colgate/2021.html",15,0.933,19.16,1.43,0.888888888888889,1,0.916666666666667,86.3333333333333,68.6,605,31.4666666666667,0.499,9.06666666666667,0.402,14.3333333333333,0.731,9.6,39.7333333333333,17.4666666666667,7.2,3.46666666666667,10.0666666666667,15.6666666666667
1,7,"Florida","/cbb/schools/florida/2021.html",23,0.609,14.89,10.76,0.666666666666667,0.5,0.5625,73.9565217391304,69.8260869565217,920,26.304347826087,0.464,6.82608695652174,0.357,14.5217391304348,0.757,10,35.1739130434783,11.8260869565217,7.30434782608696,5.43478260869565,14.6521739130435,18.5217391304348,10,"Virginia Tech","/cbb/schools/virginia-tech/2021.html",21,0.714,13.68,7.06,0.833333333333333,0.5,0.692307692307692,72.1428571428571,65.5238095238095,850,25.4285714285714,0.451,8.23809523809524,0.357,13.047619047619,0.697,9.42857142857143,35.1428571428571,14.3809523809524,4.76190476190476,3.95238095238095,11.6666666666667,16.0952380952381
1,2,"Ohio State","/cbb/schools/ohio-state/2021.html",30,0.7,19.95,13.58,0.714285714285714,0.636363636363636,0.6,77.3333333333333,70.9666666666667,1210,26.3333333333333,0.46,8.23333333333333,0.365,16.4333333333333,0.763,9.73333333333333,36.2,13.0333333333333,4.6,3.43333333333333,10.4333333333333,18.4666666666667,15,"Oral Roberts","/cbb/schools/oral-roberts/2021.html",26,0.615,-0.76,-2.58,0.727272727272727,0.416666666666667,0.666666666666667,81.7692307692308,75.7692307692308,1040,28.2307692307692,0.454,11.3076923076923,0.39,14,0.824,8.42307692307692,35.1923076923077,12.6538461538462,6.38461538461539,4.07692307692308,11.5,17.7307692307692
1,1,"Gonzaga","/cbb/schools/gonzaga/2021.html",26,1,26.43,3.43,1,1,1,92.1153846153846,69.1153846153846,1040,34.1538461538462,0.551,7.30769230769231,0.365,16.5,0.727,9.57692307692308,37.9230769230769,18.3076923076923,8.30769230769231,2.84615384615385,12.1153846153846,16.6538461538462,NA,"tbd","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,"Oklahoma","/cbb/schools/oklahoma/2021.html",25,0.6,13.73,8.21,0.769230769230769,0.363636363636364,0.529411764705882,74.76,69.24,1015,26.8,0.442,8,0.338,13.16,0.744,9.88,36.28,13.4,7.36,3.44,11.08,14.44,9,"Missouri","/cbb/schools/missouri/2021.html",25,0.64,12.73,11.01,0.666666666666667,0.6,0.5,73.64,71.92,1010,25.84,0.449,6.92,0.32,15.04,0.698,9.92,35.68,13.2,6.72,3.52,13.44,19.76
1,5,"Creighton","/cbb/schools/creighton/2021.html",28,0.714,17.59,8.91,0.785714285714286,0.636363636363636,0.7,76.9642857142857,68.2857142857143,1130,28.4642857142857,0.476,9.71428571428571,0.367,10.3214285714286,0.642,8.46428571428571,36.1071428571429,15.8928571428571,7.07142857142857,3.53571428571429,11.1071428571429,15.4642857142857,12,"UCSB","/cbb/schools/california-santa-barbara/2021.html",26,0.846,6.02,-4.31,1,0.666666666666667,0.833333333333333,76.5,62.8076923076923,1050,27.5769230769231,0.485,6.76923076923077,0.351,14.5769230769231,0.75,9.26923076923077,35.1923076923077,16.2692307692308,7.57692307692308,2.76923076923077,10.9615384615385,15.8846153846154
1,4,"Virginia","/cbb/schools/virginia/2021.html",24,0.75,16.66,8.49,0.909090909090909,0.666666666666667,0.764705882352941,68.625,60.4583333333333,965,25.3333333333333,0.48,8.5,0.381,9.45833333333333,0.817,6.54166666666667,31.75,13.9583333333333,4.91666666666667,4.33333333333333,9.41666666666667,12.9166666666667,13,"Ohio","/cbb/schools/ohio/2021.html",23,0.696,5.89,-1.16,0.727272727272727,0.5,0.642857142857143,80.8695652173913,73.2608695652174,920,29.8260869565217,0.489,8.47826086956522,0.361,12.7391304347826,0.701,9.78260869565217,34.8260869565217,17.9130434782609,6.78260869565217,2.1304347826087,12.0434782608696,16.0434782608696
1,6,"USC","/cbb/schools/southern-california/2021.html",29,0.759,17.27,7.61,0.866666666666667,0.7,0.75,74.7586206896552,65.1034482758621,1180,27.1724137931034,0.467,6.31034482758621,0.348,14.1034482758621,0.647,12.2068965517241,39.4827586206897,13.6551724137931,4.79310344827586,5.27586206896552,12.448275862069,15.5172413793103,NA,"tbd","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"Kansas","/cbb/schools/kansas/2021.html",28,0.714,16.6,10.26,0.933333333333333,0.4,0.666666666666667,73.1071428571429,65.75,1125,26.3214285714286,0.44,7.46428571428571,0.344,13,0.712,11.2857142857143,38,13.6785714285714,6.85714285714286,4.07142857142857,12.3571428571429,15.25,14,"Eastern Washington","/cbb/schools/eastern-washington/2021.html",23,0.696,2.46,-5.45,0.777777777777778,0.545454545454545,0.8,78.0434782608696,69.4347826086957,920,27.7391304347826,0.467,8.43478260869565,0.354,14.1304347826087,0.787,7.60869565217391,35.4347826086956,15.0869565217391,4.91304347826087,2.8695652173913,11.4782608695652,16.9565217391304
1,7,"Oregon","/cbb/schools/oregon/2021.html",26,0.769,13.62,6.66,0.846153846153846,0.777777777777778,0.777777777777778,74.3846153846154,67.4230769230769,1040,27.5,0.472,8.38461538461539,0.379,11,0.704,9.15384615384615,33.0384615384615,13.4230769230769,7.46153846153846,3.61538461538462,11.4230769230769,15.6538461538462,10,"VCU","/cbb/schools/virginia-commonwealth/2021.html",26,0.731,12.28,5.74,0.857142857142857,0.625,0.714285714285714,71.6923076923077,65.1538461538462,1045,25.3461538461538,0.451,6.46153846153846,0.329,14.5384615384615,0.761,9.15384615384615,34.2307692307692,13.3461538461538,9.23076923076923,5.38461538461539,14.6153846153846,18.6538461538462
1,2,"Iowa","/cbb/schools/iowa/2021.html",29,0.724,23.21,11.38,0.875,0.6,0.7,83.7586206896552,71.9310344827586,1165,29.7586206896552,0.469,9.75862068965517,0.386,14.4827586206897,0.713,11.3103448275862,40.1379310344828,19.1379310344828,5.58620689655172,4.51724137931035,9.51724137931035,14.9310344827586,15,"Grand Canyon","/cbb/schools/grand-canyon/2021.html",23,0.739,3.83,-5.78,0.769230769230769,0.833333333333333,0.75,75.5652173913043,61.0869565217391,920,28.0869565217391,0.492,6.78260869565217,0.332,12.6086956521739,0.686,10.4347826086957,40.0434782608696,16.1304347826087,4.8695652173913,2.95652173913043,13.0869565217391,17.0434782608696
