STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN,DAY
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-13,0,-15,-2,-24,774
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-14,0,-1,22,-11,775
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-15,0,23,29,2,776
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-16,0,8,18,-5,777
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-17,0.06,19,24,13,778
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-18,0,11,13,-9,779
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-19,0,-7,2,-18,780
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-20,0,-3,19,-13,781
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-21,0,18,34,10,782
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-22,0,22,36,13,783
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-23,0,30,38,17,784
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-24,0,22,31,8,785
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-25,0,17,19,3,786
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-26,0,10,16,2,787
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-27,0,8,17,1,788
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-28,0,16,25,4,789
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-02-29,0,25,36,18,790
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-01,0,31,39,20,791
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-02,0,27,36,16,792
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-03,0,32,36,15,793
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-04,0,25,37,13,794
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-05,0.03,33,37,17,795
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-06,0,24,34,12,796
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-07,0,35,42,32,797
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-08,0,35,40,19,798
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-09,0,17,19,9,799
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-10,0,17,31,8,800
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-11,0,31,39,25,801
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-12,0.01,36,38,23,802
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-13,0,24,27,15,803
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-14,0,16,23,11,804
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-15,0.02,20,34,10,805
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-16,0.01,30,32,20,806
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-17,0,24,35,16,807
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-18,0.02,34,36,23,808
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-19,0.04,22,23,10,809
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-20,0,11,17,2,810
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-21,0,16,31,0,811
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-22,0.01,32,37,28,812
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-23,0,32,39,25,813
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-24,0,38,42,34,814
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-25,0,32,36,24,815
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-26,0,26,37,22,816
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-27,0,35,52,25,817
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-28,0,36,43,28,818
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-29,0,36,47,30,819
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-30,0,38,56,26,820
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-03-31,0,45,53,38,821
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-01,0.21,46,56,35,822
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-02,0.98,33,36,17,823
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-03,0,19,21,5,824
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-04,0,15,34,2,825
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-05,0,35,44,31,826
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-06,0.21,42,51,37,827
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-07,0.01,45,50,37,828
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-08,0,42,46,31,829
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-09,0.02,33,40,28,830
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-10,0,36,48,25,831
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-11,0,38,41,31,832
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-12,0,31,34,21,833
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-13,0.01,25,28,15,834
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-14,0.02,20,26,15,835
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-15,0,26,37,17,836
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-16,0,31,45,20,837
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-17,0,37,52,24,838
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-18,0,48,58,33,839
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-19,0,37,50,25,840
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-20,0,44,53,26,841
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-21,0.01,32,44,22,842
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-22,0,44,63,30,843
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-23,0.08,52,67,42,844
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-24,0,51,67,36,845
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-25,0,52,65,36,846
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-26,0.06,55,71,41,847
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-27,0,58,71,38,848
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-28,0,58,66,50,849
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-29,0,54,66,41,850
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-04-30,0,53,72,34,851
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-01,0.01,63,74,47,852
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-02,0,58,68,44,853
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-03,0,45,53,31,854
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-04,0.43,45,53,34,855
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-05,0.53,45,47,42,856
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-06,0,49,63,36,857
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-07,0,46,52,33,858
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-08,0,40,52,28,859
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-09,0.19,40,43,34,860
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-10,0,41,50,32,861
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-11,0,38,48,27,862
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-12,0,39,55,22,863
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-13,0.21,49,55,44,864
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-14,0,53,67,39,865
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-15,0,51,68,36,866
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-16,0,58,70,44,867
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-17,0,59,75,43,868
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-18,0,63,79,44,869
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-19,0,65,78,52,870
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-20,0,66,72,58,871
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-21,0,66,74,57,872
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-22,0,66,78,59,873
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-23,0,67,77,58,874
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-24,0.01,65,71,59,875
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-25,0,63,74,53,876
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-26,0.09,64,75,56,877
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-27,0,69,86,52,878
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-28,0,64,69,49,879
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-29,0,56,68,44,880
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-30,0,57,68,42,881
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-05-31,0,62,84,44,882
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-01,0,78,97,65,883
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-02,0,75,89,55,884
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-03,0,71,84,51,885
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-04,0.01,73,86,54,886
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-05,0,68,81,50,887
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-06,0,66,77,49,888
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-07,0.59,76,99,64,889
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-08,0.32,79,87,66,890
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-09,0.65,69,72,57,891
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-10,0,62,73,53,892
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-11,0,65,80,53,893
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-12,0,66,75,53,894
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-13,0,66,78,55,895
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-14,0,71,82,61,896
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-15,0,79,92,72,897
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-16,0,83,97,67,898
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-17,0,85,97,74,899
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-18,0.25,76,83,56,900
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-19,0,63,75,52,901
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-20,0.04,67,76,56,902
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-21,0.01,63,74,56,903
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-22,0,65,72,55,904
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-23,0.09,66,79,54,905
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-24,0,69,82,53,906
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-25,0.65,74,92,63,907
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-26,0,73,85,64,908
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-27,0,75,90,60,909
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-28,0,80,90,71,910
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-29,0.04,77,85,67,911
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-06-30,0,78,88,69,912
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-01,0.28,78,86,68,913
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-02,0,80,90,71,914
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-03,0,82,91,74,915
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-04,0,81,89,73,916
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-05,0,80,92,68,917
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-06,0.08,74,87,64,918
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-07,0,74,87,63,919
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-08,0.88,77,84,66,920
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-09,0,75,81,63,921
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-10,0,71,83,58,922
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-11,0.17,70,81,60,923
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-12,0,72,83,56,924
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-13,0,76,86,65,925
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-14,0.05,71,81,60,926
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-15,0,72,85,59,927
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-16,0.44,74,86,61,928
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-17,1.34,75,91,58,929
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-18,0,71,83,62,930
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-19,0,71,80,60,931
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-20,0.28,68,79,56,932
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-21,0.31,67,73,57,933
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-22,0,64,76,52,934
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-23,0,70,82,61,935
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-24,0.58,81,93,71,936
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-25,1.03,80,89,71,937
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-26,0,75,81,63,938
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-27,0,71,82,61,939
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-28,0,71,83,57,940
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-29,0,71,81,58,941
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-30,0,71,84,57,942
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-07-31,0.06,72,84,59,943
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-01,0,71,78,60,944
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-02,0,67,76,54,945
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-03,0,64,75,49,946
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-04,0,65,78,55,947
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-05,0,68,77,58,948
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-06,0,69,80,57,949
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-07,0.72,70,79,66,950
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-08,0,74,84,67,951
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-09,0.58,73,82,56,952
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-10,0,67,80,52,953
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-11,0,70,82,57,954
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-12,0,72,80,65,955
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-13,0,75,90,65,956
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-14,1.86,70,71,53,957
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-15,0,63,81,52,958
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-16,0,69,82,56,959
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-17,0,66,79,52,960
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-18,0,69,82,58,961
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-19,0.06,72,87,63,962
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-20,0,75,84,65,963
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-21,0,75,86,66,964
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-22,0,76,88,64,965
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-23,0.15,73,86,60,966
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-24,0.01,72,81,62,967
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-25,0,71,84,59,968
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-26,0,77,84,60,969
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-27,0,67,80,56,970
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-28,0.11,69,76,54,971
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-29,0,62,76,47,972
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-30,0.67,66,78,57,973
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-08-31,0,62,70,50,974
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-01,0,61,76,53,975
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-02,0.02,63,78,49,976
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-03,0,62,68,51,977
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-04,0.03,59,76,45,978
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-05,0,60,77,44,979
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-06,0,68,77,52,980
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-07,0,53,54,39,981
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-08,0,44,53,33,982
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-09,0,43,60,30,983
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-10,0,51,68,38,984
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-11,0.34,54,65,42,985
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-12,0.38,55,63,52,986
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-13,0.01,57,67,43,987
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-14,0,54,73,40,988
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-15,0,64,70,54,989
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-16,0,57,62,44,990
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-17,0,51,63,44,991
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-18,0,54,68,42,992
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-19,0,61,78,52,993
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-20,0,66,77,59,994
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-21,0,69,82,51,995
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-22,0,65,86,47,996
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-23,0.04,67,77,52,997
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-24,0,61,77,46,998
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-25,0.15,67,79,56,999
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-26,0.09,60,69,53,1000
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-27,0.06,56,65,50,1001
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-28,0,53,57,43,1002
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-29,0.01,55,72,45,1003
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-09-30,0,54,63,42,1004
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-01,0,46,53,41,1005
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-02,0,43,50,31,1006
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-03,0,47,55,29,1007
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-04,0,41,61,26,1008
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-05,0,57,74,44,1009
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-06,0,57,74,41,1010
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-07,0,57,69,38,1011
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-08,0,50,68,33,1012
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-09,0,61,75,43,1013
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-10,0,49,63,34,1014
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-11,0.1,61,74,52,1015
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-12,0,54,65,39,1016
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-13,0,53,61,41,1017
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-14,0,49,59,26,1018
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-15,0,35,50,22,1019
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-16,0.01,37,43,27,1020
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-17,0.2,35,41,24,1021
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-18,0,30,34,21,1022
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-19,0,31,35,28,1023
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-20,0.49,33,35,32,1024
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-21,0,30,35,25,1025
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-22,0.23,29,32,26,1026
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-23,0,29,30,12,1027
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-24,0,20,28,13,1028
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-25,0.02,23,27,19,1029
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-26,0,21,25,11,1030
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-27,0,18,34,11,1031
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2020-10-28,0,35,42,26,1032
